Interests,Budget_Range,Travel_Type,Duration,Accommodation_Preference,Preferred_Locations,Activities
"Beach, Adventure",High,Family,Two Weeks,Luxury,"Negombo, Puttalam, Ella","Week 01 - Beach Relaxation, Boat Safari in Negombo Lagoon, Seafood Dining, Catamaran Sailing, Jet Skiing & Water Sports, Week 02 - Kalpitiya Dolphin Watching, Kite Surfing in Kalpitiya, Boat Safari in Puttalam Lagoon, Crab & Prawn Tasting, Week 03 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour"
"Beach, Adventure",Medium,Solo,Two Weeks,Luxury,"Negombo, Puttalam, Ella","Week 01 - Beach Relaxation, Boat Safari in Negombo Lagoon, Seafood Dining, Catamaran Sailing, Jet Skiing & Water Sports, Week 02 - Kalpitiya Dolphin Watching, Kite Surfing in Kalpitiya, Boat Safari in Puttalam Lagoon, Crab & Prawn Tasting, Week 03 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour"
"Beach, Adventure",Low,Solo,Two Weeks,Luxury,"Negombo, Puttalam, Ella","Week 01 - Beach Relaxation, Boat Safari in Negombo Lagoon, Seafood Dining, Catamaran Sailing, Jet Skiing & Water Sports, Week 02 - Kalpitiya Dolphin Watching, Kite Surfing in Kalpitiya, Boat Safari in Puttalam Lagoon, Crab & Prawn Tasting, Week 03 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour"
"Beach, Adventure",High,Solo,Two Weeks,Luxury,"Negombo, Puttalam, Ella","Week 01 - Beach Relaxation, Boat Safari in Negombo Lagoon, Seafood Dining, Catamaran Sailing, Jet Skiing & Water Sports, Week 02 - Kalpitiya Dolphin Watching, Kite Surfing in Kalpitiya, Boat Safari in Puttalam Lagoon, Crab & Prawn Tasting, Week 03 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour"
"Beach, Adventure",Medium,Group,Two Weeks,Eco-friendly,"Negombo, Puttalam, Ella","Week 01 - Beach Relaxation, Boat Safari in Negombo Lagoon, Seafood Dining, Catamaran Sailing, Jet Skiing & Water Sports, Week 02 - Kalpitiya Dolphin Watching, Kite Surfing in Kalpitiya, Boat Safari in Puttalam Lagoon, Crab & Prawn Tasting, Week 03 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour"
"Beach, Adventure",Low,Group,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Group,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Family,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Family,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Family,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Solo,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Solo,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Solo,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Group,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Group,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Group,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Family,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Family,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Family,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Solo,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Solo,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Solo,Two Weeks,Budget,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Group,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Group,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Group,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Family,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Family,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Family,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Solo,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Solo,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Solo,Two Weeks,Luxury,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Medium,Group,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",Low,Group,Two Weeks,Eco-friendly,"Matara, Hambanthota, Sinharaja","Week 01 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Beachside Safari at Bundala, Jet Skiing & Water Sports, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest"
"Beach, Adventure",High,Group,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Family,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Family,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Family,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Solo,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Solo,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Solo,Two Weeks,Eco-friendly,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Group,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Group,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Group,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Family,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Family,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Family,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Solo,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Solo,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Solo,Two Weeks,Budget,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Group,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Group,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Group,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Family,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Family,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Family,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Solo,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Low,Solo,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",High,Solo,Two Weeks,Luxury,"Sinharaja, Dickwella, Hikkaduwa","Week 01 -  Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Heading to Dickwella, Snorkeling at Hiriketiya Beach, Week 02 - Surfing, Sunset Beach Walks, Yoga & Wellness Retreats, Heading to Hikkaduwa,  Snorkeling & Diving, Sea Turtle Watching, Glass-Bottom Boat Tours, Relax in Hikkaduwa"
"Beach, Adventure",Medium,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",High,Group,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Medium,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
"Beach, Adventure",Low,Family,Three Weeks,Eco-friendly,"Ella, Sinharaja, Matara, Galle","Week 01 - Hike Ella Rock, Hike Little Adam's Peak, Handmade Tea Tour in Ella, Tea Plucking and Tea Factory Tour, Week 02 - Guided Rainforest Trekking, Bird Watching Tours, Reptile & Amphibian Watching, Night Walk in the Rainforest, Week 03 - Polhena Beach Snorkeling, Dondra Head Lighthouse Visit, Surfing at SK Town Beach, Visit the Star Fort, Galle Fort & Beach Walks, Diving at Unawatuna Reef, Whale Watching Tours, Relax in  Galle"
